Identifier,Method,Basis Set,Number of Basis Functions,Charge,Multiplicity,Molecular Weight,RAM Used (MB),Number of Processors,Total CPU Time (s),Electronic Energy (HF),Enthalpy (HF),Entropy (HF),Gibbs Free Energy (HF),Vibrational Frequency 6 (cm-1),Vibrational Frequency 7 (cm-1),Vibrational Frequency 8 (cm-1),Vibrational Frequency 9 (cm-1),Error Code
JAWJIA_1_protonated,M062X,def2-TZVP,786.0,1.0,1.0,320.22,3327.8,8.0,52757.0,-1160.91261676,-1160.59620768,0.06732924,-1160.66353692,-50.61,43.92,51.2,75.82,
JAZZOZ10_1_protonated,M062X,def2-TZVP,817.0,1.0,1.0,353.28,3576.5,8.0,120221.0,-1575.08901757,-1574.78161684,0.07050522,-1574.85212206,28.18,33.08,53.38,75.93,
JEXZER01_2_protonated,M062X,def2-TZVP,871.0,1.0,1.0,351.25,4687.5,8.0,157977.0,-1306.74194341,-1306.31426991,0.07623089,-1306.39050079,38.49,50.7,60.32,62.88,
JEXZER01_5_protonated,M062X,def2-TZVP,871.0,1.0,1.0,351.25,4684.5,8.0,69165.0,-1306.73778201,-1306.31096889,0.07781491,-1306.3887838,31.45,54.54,54.76,60.02,
JOCZEH_2,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4630.6,8.0,85318.0,-1550.55925917,-1550.2583417,0.0783261,-1550.3366678,23.62,33.9,40.86,45.93,
JOCZEH_4_protonated,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4643.1,8.0,82336.0,-1550.55811861,-1550.2566486,0.07892301,-1550.33557161,24.41,28.62,40.61,46.81,
JOGHES_3,M062X,def2-TZVP,1379.0,1.0,1.0,579.38,4541.8,8.0,462129.0,-2353.69717485,-2353.15630203,0.09794805,-2353.25425008,20.75,28.17,28.81,36.42,
JOKRIL_1,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4629.5,8.0,276967.0,-1550.56367911,-1550.26169469,0.07737585,-1550.33907055,27.86,37.07,48.44,54.28,
JOKRIL_3,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4646.6,8.0,127172.0,-1550.55839997,-1550.25667769,0.07756327,-1550.33424096,33.64,43.41,47.74,51.75,
JUJVIT,M062X,def2-TZVP,865.0,0.0,1.0,334.28,4559.4,8.0,77761.0,-1157.70731093,-1157.29049572,0.07115678,-1157.3616525,35.28,45.58,59.68,66.12,
JUSPOC_5,M062X,def2-TZVP,1279.0,1.0,1.0,513.39,4818.0,8.0,299740.0,-1879.05168588,-1878.48827095,0.10482636,-1878.5930973,-14.71,21.35,24.54,31.2,
KATVUW,M062X,def2-TZVP,834.0,1.0,1.0,316.29,4189.2,8.0,85174.0,-1061.87232341,-1061.46269131,0.06909861,-1061.53178992,34.69,40.83,56.42,78.91,
KBDCTA10_1,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4646.5,8.0,130003.0,-1550.5584,-1550.25667938,0.07756762,-1550.334247,33.65,43.44,47.74,51.69,
KBDCTA10_2,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4718.7,8.0,292623.0,-1550.56518756,-1550.26342877,0.07763889,-1550.34106767,25.63,33.66,47.74,51.57,
KECVAP_1_protonated,M062X,def2-TZVP,749.0,1.0,1.0,339.32,2979.0,8.0,50976.0,-1787.37908151,-1787.10886057,0.06646616,-1787.17532673,36.45,50.65,79.9,99.74,
KEHZAY_1_protonated,M062X,def2-TZVP,792.0,1.0,1.0,336.29,3377.7,8.0,61677.0,-1483.85850396,-1483.54371843,0.06808258,-1483.61180101,-40.84,46.67,57.16,73.78,
KEKBUZ,M062X,def2-TZVP,971.0,-1.0,1.0,423.18,4831.3,8.0,90402.0,-1988.35404702,-1987.98338915,0.07737357,-1988.06076272,25.45,30.24,47.42,63.63,
KEKBUZ_protonated,M062X,def2-TZVP,983.0,1.0,1.0,425.2,4808.8,8.0,93960.0,-1989.23060265,-1988.83582095,0.07848454,-1988.91430549,29.66,36.06,41.49,51.25,
KEMSEB_2_protonated,M062X,def2-TZVP,1524.0,1.0,1.0,570.61,4516.6,8.0,475887.0,-1909.57981396,-1908.80689594,0.11560042,-1908.92249636,11.52,22.6,23.48,25.73,
KIPBET,,,,,,,,,,,,,,,,,,.OUT File not found
KIPDOE_2,M062X,def2-TZVP,917.0,-1.0,1.0,396.96,4523.4,8.0,88132.0,-1550.11034259,-1549.82146183,0.07856945,-1549.90003127,23.75,34.98,41.29,46.25,
KIPDOE_2_protonated,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4647.5,8.0,98790.0,-1550.55701137,-1550.25564463,0.0786782,-1550.33432283,21.9,30.4,36.75,40.81,
KIPDOE_4,M062X,def2-TZVP,911.0,-2.0,1.0,395.95,4391.4,8.0,119360.0,-1549.66683976,-1549.39113941,0.07760543,-1549.46874483,30.96,33.04,39.83,48.81,
KNMYSL_5_protonated,M062X,def2-TZVP,1265.0,3.0,1.0,493.46,4786.0,8.0,275092.0,-1762.52625375,-1761.86028718,0.09528995,-1761.95557713,15.97,26.0,39.5,41.0,
KOHSUY_1,M062X,def2-TZVP,1522.0,1.0,1.0,611.45,4507.5,8.0,415235.0,-2177.43019103,-2176.871291,0.10626724,-2176.97755824,30.13,33.01,37.93,52.99,
KOHSUY_2,M062X,def2-TZVP,1522.0,1.0,1.0,611.45,4507.4,8.0,394212.0,-2177.43018942,-2176.8712922,0.10629297,-2176.97758518,30.06,32.92,37.76,52.93,
KUNNOW,M062X,def2-TZVP,1001.0,0.0,1.0,410.76,4803.5,8.0,129699.0,-1769.96825855,-1769.51609178,0.07761396,-1769.59370573,45.27,54.19,64.01,70.21,
KUNNOW_protonated,M062X,def2-TZVP,1007.0,1.0,1.0,411.77,4804.7,8.0,98604.0,-1770.41029096,-1769.94664813,0.08018141,-1770.02682954,27.29,37.66,45.1,60.06,
KUQSEV_protonated,M062X,def2-TZVP,1514.0,1.0,1.0,586.54,4511.7,8.0,315327.0,-2008.14463635,-2007.49173281,0.10803515,-2007.59976796,15.16,19.57,34.39,37.79,
LAFHOP_2,M062X,def2-TZVP,1082.0,1.0,1.0,449.4,4783.9,8.0,1064211.0,-1887.52244323,-1887.07784238,0.08617081,-1887.16401319,14.75,32.75,35.41,40.64,
LEBLOW_1_protonated,M062X,def2-TZVP,718.0,1.0,1.0,289.21,2664.0,8.0,51293.0,-1026.46672164,-1026.17245133,0.06365669,-1026.23610802,43.99,61.51,72.95,88.32,
LEMLUK_2,M062X,def2-TZVP,1694.0,1.0,1.0,679.52,4492.7,8.0,557043.0,-2449.68040658,-2449.00706193,0.12028662,-2449.12734856,27.81,36.29,38.49,42.91,
LEMYUX10_3,M062X,def2-TZVP,1050.0,1.0,1.0,403.36,4810.6,8.0,133838.0,-1388.17938724,-1387.67633231,0.08020795,-1387.75654026,27.92,46.45,70.01,71.36,
LIVSEO_protonated,M062X,def2-TZVP,1422.0,1.0,1.0,623.69,4551.8,8.0,277905.0,-3283.48815148,-3282.96461113,0.09987178,-3283.06448291,20.22,28.55,40.06,51.29,
LOGLAU_1,M062X,def2-TZVP,688.0,-2.0,1.0,457.65,1927.8,8.0,29183.0,-4043.78308792,-4043.6807534,0.07003117,-4043.75078458,57.4,66.87,72.36,104.65,
LOGLAU_1_protonated,M062X,def2-TZVP,700.0,0.0,1.0,459.66,2079.6,8.0,39692.0,-4044.61682291,-4044.49157206,0.07281632,-4044.56438838,41.22,57.42,61.12,99.05,
LOGLAU_2,M062X,def2-TZVP,688.0,-2.0,1.0,457.65,1927.8,8.0,37228.0,-4043.78308786,-4043.68075311,0.07003128,-4043.75078438,57.41,66.85,72.36,104.65,
LOGLAU_5,M062X,def2-TZVP,688.0,-2.0,1.0,457.65,1923.0,8.0,37913.0,-4043.78308796,-4043.68075323,0.07003117,-4043.7507844,57.39,66.87,72.37,104.64,
LORMOU_1,M062X,def2-TZVP,639.0,-2.0,1.0,279.88,1813.3,8.0,40925.0,-1093.84415654,-1093.66244793,0.0606775,-1093.72312543,42.37,48.05,62.36,73.93,
LOZFEL_2_protonated,M062X,def2-TZVP,1358.0,1.0,1.0,517.5,4576.7,8.0,349011.0,-1773.41746704,-1772.7385408,0.09151229,-1772.83005309,27.78,36.41,51.25,56.18,
LOZZAB,M062X,def2-TZVP,1320.0,1.0,1.0,493.55,4589.3,8.0,314603.0,-1654.93420108,-1654.2307272,0.10382278,-1654.33454998,21.69,31.7,34.88,50.34,
LUDXIS_3,M062X,def2-TZVP,2069.0,1.0,1.0,807.72,4418.1,8.0,1333525.0,-2839.53887234,-2838.61988623,0.12778288,-2838.74766911,25.35,37.51,39.64,45.96,
MALTOS11_2_protonated,M062X,def2-TZVP,859.0,1.0,1.0,349.24,4437.8,8.0,65216.0,-1305.52228076,-1305.11712337,0.07343224,-1305.19055561,36.61,43.93,62.3,74.47,
MALTOS11_5_protonated,M062X,def2-TZVP,859.0,1.0,1.0,349.24,4437.3,8.0,73637.0,-1305.52806331,-1305.12324851,0.07420506,-1305.19745357,30.74,41.93,64.19,81.53,
MCRZMA_4_protonated,M062X,def2-TZVP,964.0,1.0,1.0,391.28,4812.3,8.0,92345.0,-1454.25360145,-1453.80619137,0.08140132,-1453.88759269,22.39,35.45,43.27,56.69,
MDXSPP_1_protonated,M062X,def2-TZVP,674.0,1.0,1.0,258.22,2422.3,8.0,52063.0,-868.73645322,-868.42048436,0.06037423,-868.48085859,36.92,47.83,66.96,79.24,
MDXSPP_4,M062X,def2-TZVP,668.0,0.0,1.0,257.21,2338.2,8.0,36111.0,-868.27143322,-867.96867737,0.06059689,-868.02927426,32.85,52.27,80.07,89.23,
MEBFAB_2_protonated,M062X,def2-TZVP,600.0,1.0,1.0,236.18,1816.0,8.0,24377.0,-824.57614688,-824.30004131,0.0608214,-824.36086271,30.78,45.86,59.32,70.81,
MEFREX_1,,,,,,,,,,,,,,,,,,.OUT File not found
MHALAM_5,M062X,def2-TZVP,1637.0,1.0,1.0,657.51,4482.6,8.0,491201.0,-2413.44053611,-2412.71984977,0.12205331,-2412.84190308,-32.38,4.23,27.97,30.73,
MICGIP_1,M062X,def2-TZVP,1328.0,0.0,1.0,524.44,4570.2,8.0,407158.0,-1878.14536627,-1877.53505053,0.10394874,-1877.63899927,17.78,24.44,33.74,40.81,
MICGIP_2,M062X,def2-TZVP,1328.0,0.0,1.0,524.44,4570.2,8.0,334174.0,-1878.14536651,-1877.53505341,0.10395291,-1877.63900631,17.87,24.46,33.73,40.81,
MOVGIN_3_protonated,M062X,def2-TZVP,859.0,1.0,1.0,349.24,4422.1,8.0,70337.0,-1305.52969142,-1305.12518001,0.0743721,-1305.19955211,23.75,46.83,62.55,72.82,
MUCJEA02_2_protonated,M062X,def2-TZVP,1052.0,1.0,1.0,401.36,4797.7,8.0,110094.0,-1302.31650291,-1301.91124828,0.07565598,-1301.98690426,26.53,32.84,39.3,41.72,
MURFOU,M062X,def2-TZVP,1320.0,1.0,1.0,493.55,4573.4,8.0,447763.0,-1654.94191442,-1654.23724486,0.10511066,-1654.34235552,15.56,22.33,27.08,34.59,
NAPBAI_protonated,M062X,def2-TZVP,1372.0,1.0,1.0,517.5,4567.0,8.0,313318.0,-1696.32979181,-1695.73344134,0.09005285,-1695.82349419,22.57,35.48,49.55,58.83,
NARTOP_2_protonated,M062X,def2-TZVP,1112.0,1.0,1.0,427.38,4783.2,8.0,124862.0,-1464.45874672,-1463.94183891,0.0859737,-1464.02781261,28.15,31.83,39.19,54.76,
NAXHOL_5_protonated,,,,,,,,,,,,,,,,,,.OUT File not found
NAXNEI_2,M062X,def2-TZVP,1468.0,1.0,1.0,545.62,4521.2,8.0,663953.0,-1809.73267143,-1808.9538057,0.10924855,-1809.06305425,23.72,25.45,30.67,33.41,
NAXXOA_4,M062X,def2-TZVP,1537.0,1.0,1.0,585.58,4520.1,8.0,391285.0,-2003.51022241,-2002.75674747,0.1024971,-2002.85924457,-45.69,16.35,22.1,25.93,
NBTINS10_1_protonated,M062X,def2-TZVP,1021.0,1.0,1.0,426.37,4816.0,8.0,210977.0,-1788.76814283,-1788.38679952,0.07411575,-1788.46091528,-5.12,37.19,55.19,60.4,
NEFMER_5,M062X,def2-TZVP,1532.0,1.0,1.0,651.82,4513.2,8.0,444664.0,-3315.86507019,-3315.23669099,0.11189854,-3315.34858953,21.53,33.75,35.06,41.16,
NIRQIO,M062X,def2-TZVP,1629.0,1.0,1.0,612.67,4517.4,8.0,545593.0,-2054.71940127,-2053.89846564,0.11637326,-2054.0148389,20.35,26.0,35.86,36.89,
NUNPUH,M062X,def2-TZVP,976.0,1.0,1.0,365.36,4817.3,8.0,146223.0,-1199.43247024,-1198.95848843,0.07302788,-1199.03151631,32.22,41.67,48.99,61.86,
NUYSUV01,M062X,def2-TZVP,926.0,1.0,1.0,347.34,4833.2,8.0,1335300.0,-1161.63459181,-1161.15255508,0.07212385,-1161.22467893,35.23,52.73,67.6,79.73,
NUYTAC_1,M062X,def2-TZVP,926.0,1.0,1.0,347.34,4840.4,8.0,84523.0,-1161.64464725,-1161.16246037,0.07208171,-1161.23454209,44.24,46.42,62.05,70.85,
NUYTAC_2,M062X,def2-TZVP,926.0,1.0,1.0,347.34,4840.4,8.0,101103.0,-1161.64464813,-1161.1624604,0.07208067,-1161.23454106,44.22,46.47,62.02,70.8,
OFIMEW_2,M062X,def2-TZVP,1318.0,1.0,1.0,526.41,4683.3,8.0,213667.0,-1848.4775499,-1847.99186345,0.09445735,-1848.0863208,31.18,34.5,38.67,48.77,
OFIMEW_3,M062X,def2-TZVP,1318.0,1.0,1.0,526.41,4596.7,8.0,224794.0,-1848.47754854,-1847.99186423,0.09446796,-1848.0863322,31.07,34.48,38.59,48.62,
OFIMEW_5,M062X,def2-TZVP,1318.0,1.0,1.0,526.41,4596.8,8.0,1012942.0,-1848.47754627,-1847.99186424,0.09447812,-1848.08634235,31.1,34.47,38.51,48.35,
OHEYEF_2,M062X,def2-TZVP,889.0,1.0,1.0,344.31,4861.8,8.0,838433.0,-1213.7555694,-1213.28962263,0.07395457,-1213.3635772,41.15,49.9,53.32,76.12,
OHEYEF_2_protonated,M062X,def2-TZVP,895.0,2.0,1.0,345.31,4846.4,8.0,83198.0,-1214.19546823,-1213.71625873,0.07455226,-1213.79081099,33.22,54.99,66.74,79.69,
OHEYIJ_1,M062X,def2-TZVP,1210.0,1.0,1.0,469.43,4804.5,8.0,210477.0,-1651.81005532,-1651.2030005,0.08771742,-1651.29071792,25.26,34.74,37.14,48.32,
OHEYIJ_2,M062X,def2-TZVP,1210.0,1.0,1.0,469.43,4804.1,8.0,169283.0,-1651.81005245,-1651.20300937,0.08772708,-1651.29073646,25.15,34.76,37.03,48.36,
OHEYOP_4,M062X,def2-TZVP,1444.0,1.0,1.0,557.54,4536.6,8.0,382158.0,-1959.47541159,-1958.73538965,0.10119856,-1958.83658821,19.97,23.77,36.05,51.19,
OQISAK_2_protonated,M062X,def2-TZVP,680.0,1.0,1.0,269.19,2490.5,8.0,32135.0,-964.12478648,-963.80160612,0.06503998,-963.86664611,37.95,44.13,60.34,70.44,
OVOJER_protonated,M062X,def2-TZVP,1322.0,1.0,1.0,483.54,4594.3,8.0,182587.0,-1506.12680027,-1505.52016696,0.08960634,-1505.6097733,20.76,26.26,32.06,42.98,
OWOSOK_1_protonated,M062X,def2-TZVP,816.0,1.0,1.0,331.22,3860.4,8.0,77295.0,-1229.08230142,-1228.70624337,0.06893424,-1228.77517761,32.7,37.02,54.07,85.93,
PALQOK_2,M062X,def2-TZVP,1378.0,1.0,1.0,532.48,4559.4,8.0,334571.0,-1824.97224494,-1824.37134137,0.10261459,-1824.47395596,24.9,37.43,39.92,42.36,
PENWOU,M062X,def2-TZVP,1382.0,1.0,1.0,603.54,4547.3,8.0,378001.0,-3166.82478362,-3166.15958153,0.10980107,-3166.2693826,23.13,31.08,36.53,41.26,
PEYXAT,M062X,def2-TZVP,854.0,1.0,1.0,343.23,4070.9,8.0,77629.0,-1228.69580316,-1228.35881563,0.07277707,-1228.4315927,23.24,34.29,44.22,48.9,
POCMUR_1,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4646.0,8.0,99230.0,-1550.55731896,-1550.25675985,0.07817001,-1550.33492986,31.96,35.29,43.1,46.51,
POCMUR_3,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4646.0,8.0,246721.0,-1550.56367891,-1550.26169018,0.07737155,-1550.33906173,27.68,37.08,48.37,54.26,
POCSUV_1,M062X,def2-TZVP,1346.0,1.0,1.0,523.47,4551.2,8.0,272718.0,-1846.4720305,-1845.82525524,0.09729251,-1845.92254775,18.93,28.0,37.8,48.31,
POQFUZ_protonated,M062X,def2-TZVP,1131.0,1.0,1.0,425.42,4787.8,8.0,170974.0,-1386.20566479,-1385.69765962,0.07760507,-1385.77526469,56.82,57.65,78.56,85.78,
POXTRB10_1,M062X,def2-TZVP,662.0,1.0,1.0,285.22,2222.9,8.0,34112.0,-1321.75933136,-1321.48485098,0.06302112,-1321.5478721,42.89,59.26,82.79,86.19,
POXTRB10_3,M062X,def2-TZVP,662.0,1.0,1.0,285.22,2222.9,8.0,34605.0,-1321.75933137,-1321.48485115,0.06302142,-1321.54787257,42.84,59.23,82.79,86.25,
POXXOP_1,M062X,def2-TZVP,2095.0,1.0,1.0,785.8,4340.6,8.0,1102122.0,-2540.85082523,-2539.97785566,0.12454655,-2540.10240221,16.1,19.73,21.06,25.01,
POYGIV_4,M062X,def2-TZVP,1105.0,1.0,1.0,423.4,4803.3,8.0,186748.0,-1465.87505978,-1465.31396884,0.08033663,-1465.39430546,21.09,34.83,39.6,57.05,
PUPZAC_1_protonated,M062X,def2-TZVP,965.0,1.0,1.0,402.74,4813.2,8.0,99294.0,-1738.14539483,-1737.76343763,0.07788037,-1737.84131799,15.81,21.39,33.8,45.65,
PUWSAD_2_protonated,M062X,def2-TZVP,970.0,1.0,1.0,390.29,4827.5,8.0,112111.0,-1438.31363078,-1437.85395717,0.07945449,-1437.93341167,25.68,43.09,56.17,64.91,
PUWSEH_2_protonated,M062X,def2-TZVP,1056.0,1.0,1.0,418.34,4796.3,8.0,167012.0,-1516.92967646,-1516.40961981,0.08370133,-1516.49332114,17.35,29.01,45.2,53.14,
PUWSEH_3_protonated,M062X,def2-TZVP,1056.0,1.0,1.0,418.34,4796.3,8.0,166535.0,-1516.92967693,-1516.40961834,0.08369711,-1516.49331545,17.39,29.03,45.26,53.12,
PUWSIL_2_protonated,M062X,def2-TZVP,1001.0,1.0,1.0,424.73,4820.7,8.0,107043.0,-1897.91101782,-1897.45863862,0.08155486,-1897.54019348,20.59,33.98,44.72,60.19,
PUWSOR_3_protonated,M062X,def2-TZVP,1013.0,1.0,1.0,404.32,4807.3,8.0,117253.0,-1477.62299844,-1477.13350119,0.08185768,-1477.21535887,19.65,22.44,40.56,57.48,
PXCHTR10_1,M062X,def2-TZVP,896.0,0.0,1.0,346.29,4850.5,8.0,69971.0,-1195.82932865,-1195.40531364,0.07145996,-1195.4767736,44.89,54.8,67.27,72.26,
QASZOA_1,M062X,def2-TZVP,937.0,0.0,1.0,549.29,4038.2,8.0,73836.0,-3566.54690892,-3566.40519204,0.08458387,-3566.4897759,-17.1,25.93,26.94,34.67,
QASZOA_3,M062X,def2-TZVP,937.0,0.0,1.0,549.29,4038.3,8.0,76469.0,-3566.5468979,-3566.40425033,0.08666453,-3566.49091486,16.13,27.66,33.35,35.2,
QASZOA_4,M062X,def2-TZVP,937.0,0.0,1.0,549.29,4038.3,8.0,84074.0,-3566.54690904,-3566.40519111,0.08457115,-3566.48976226,-14.58,26.11,27.44,34.65,
QILCOF_1,M062X,def2-TZVP,1088.0,1.0,1.0,419.37,4809.6,8.0,146027.0,-1421.13828123,-1420.66842894,0.08449694,-1420.75292588,17.67,29.69,30.21,41.37,
QOQXEB_2,M062X,def2-TZVP,1372.0,1.0,1.0,533.5,4575.1,8.0,657076.0,-1829.65395262,-1829.05177271,0.09042077,-1829.14219349,-193.58,33.59,37.19,53.24,
RAMPEA_2,M062X,def2-TZVP,1334.0,1.0,1.0,505.51,4572.7,8.0,355678.0,-1689.10824528,-1688.47805143,0.09806446,-1688.57611589,20.31,26.17,28.7,32.12,
REYGEH_1,M062X,def2-TZVP,651.0,0.0,1.0,281.89,1954.9,8.0,25089.0,-1094.74446369,-1094.53643552,0.06100955,-1094.59744507,42.18,47.85,73.86,76.7,
RIRWOG_3_protonated,M062X,def2-TZVP,786.0,1.0,1.0,316.21,3321.6,8.0,69800.0,-1131.39495002,-1131.08019891,0.06927848,-1131.14947739,32.76,47.66,62.37,89.65,
RIWZIG_1,M062X,def2-TZVP,1649.0,1.0,1.0,655.54,4480.5,8.0,572906.0,-2377.52681693,-2376.78065685,0.12340143,-2376.90405827,21.99,25.23,31.55,32.99,
ROFGOJ_5,M062X,def2-TZVP,1459.0,0.0,1.0,584.44,4536.4,8.0,264524.0,-2107.15963353,-2106.56204008,0.10023352,-2106.66227361,15.95,26.37,31.79,40.94,
ROYZOW_1,M062X,def2-TZVP,1119.0,1.0,1.0,447.33,4778.5,8.0,187215.0,-1611.57134013,-1611.09508476,0.08580448,-1611.18088924,20.87,35.25,45.29,47.23,
ROYZOW_2_protonated,M062X,def2-TZVP,1119.0,1.0,1.0,447.33,4778.3,8.0,178486.0,-1611.57133543,-1611.09507959,0.08583294,-1611.18091254,21.33,35.04,44.9,47.12,
RUJDUY_1_protonated,M062X,def2-TZVP,1064.0,1.0,1.0,423.31,4804.6,8.0,176850.0,-1496.82213606,-1496.39702534,0.08076549,-1496.47779083,18.98,37.14,40.95,48.34,
RUJZOM_1,M062X,def2-TZVP,923.0,0.0,1.0,397.97,4635.0,8.0,81415.0,-1550.56331094,-1550.2617952,0.07773945,-1550.33953465,30.11,31.68,46.46,55.77,
RUMXUV_1_protonated,M062X,def2-TZVP,749.0,1.0,1.0,322.26,2895.8,8.0,41150.0,-1444.55701139,-1444.2709575,0.06549075,-1444.33644825,43.72,51.21,78.26,92.75,
SEJWUZ_1,M062X,def2-TZVP,1346.0,1.0,1.0,523.47,4586.1,8.0,234602.0,-1846.57276909,-1845.92791826,0.10194917,-1846.02986743,22.9,30.24,38.31,39.1,
SEJWUZ_2,M062X,def2-TZVP,1346.0,1.0,1.0,523.47,4594.4,8.0,238839.0,-1846.57330066,-1845.92880108,0.10179748,-1846.03059856,19.76,27.94,28.21,45.54,
SEQPUZ_protonated,M062X,def2-TZVP,1348.0,1.0,1.0,537.41,4563.4,8.0,250245.0,-1916.68774328,-1916.14945055,0.09315307,-1916.24260362,20.38,24.84,41.25,48.02,
SHOMYC_1_protonated,M062X,def2-TZVP,576.0,1.0,1.0,236.13,1564.2,8.0,22587.0,-863.20382163,-862.97392181,0.05668049,-863.0306023,58.27,89.45,95.4,142.4,
SICNOJ_protonated,M062X,def2-TZVP,643.0,1.0,1.0,246.21,2176.4,8.0,35001.0,-830.62412324,-830.31736864,0.06273106,-830.3800997,41.45,49.4,64.24,86.37,
SITMIR_1_protonated,M062X,def2-TZVP,990.0,1.0,1.0,393.31,4826.5,8.0,113019.0,-1370.85574505,-1370.46360895,0.07605555,-1370.5396645,26.54,29.39,36.94,52.29,
SITVIA_1_protonated,M062X,def2-TZVP,730.0,1.0,1.0,287.23,2851.1,8.0,56533.0,-994.32718296,-994.00927838,0.06360212,-994.07288049,47.6,62.57,70.12,128.63,
SOKTIW_1_protonated,M062X,def2-TZVP,1234.0,1.0,1.0,478.55,4786.3,8.0,243486.0,-1885.70873961,-1885.07271011,0.08847462,-1885.16118474,19.31,22.62,32.9,39.26,
SOPROS_4_protonated,M062X,def2-TZVP,859.0,1.0,1.0,349.24,4437.8,8.0,65437.0,-1305.5272503,-1305.12229895,0.07412844,-1305.19642738,35.59,41.23,53.79,75.86,
SOXBEN_protonated,M062X,def2-TZVP,1138.0,1.0,1.0,429.41,4770.6,8.0,155513.0,-1384.74720097,-1384.28280946,0.08110187,-1384.36391133,22.66,25.57,34.87,49.75,
SUCROS30_4_protonated,M062X,def2-TZVP,859.0,1.0,1.0,349.24,4429.7,8.0,75527.0,-1305.5305063,-1305.12637425,0.07337595,-1305.1997502,30.93,52.17,78.12,81.52,
SUCROS32_4_protonated,M062X,def2-TZVP,859.0,1.0,1.0,349.24,4428.3,8.0,88293.0,-1305.53616224,-1305.13266898,0.07515375,-1305.20782273,40.87,47.4,68.19,81.11,
TAFQAS_2,M062X,def2-TZVP,1545.0,1.0,1.0,689.28,4516.4,8.0,355682.0,-3726.86368334,-3726.2731497,0.10084275,-3726.37399245,27.97,30.61,40.36,42.31,
TAFQAS_4,M062X,def2-TZVP,1545.0,1.0,1.0,689.28,4518.2,8.0,507837.0,-3726.86482064,-3726.27409691,0.10151963,-3726.37561654,16.45,21.24,27.0,29.64,
THPRIB_1_protonated,M062X,def2-TZVP,681.0,1.0,1.0,291.25,2300.6,8.0,48119.0,-1313.91646923,-1313.65378248,0.06040262,-1313.7141851,38.18,65.52,84.59,122.59,
TIBWOQ_1_protonated,M062X,def2-TZVP,669.0,0.0,1.0,274.17,2184.3,8.0,38261.0,-990.5094392,-990.25851051,0.05880633,-990.31731684,52.49,66.95,90.26,137.37,
TIQDUS_2_protonated,M062X,def2-TZVP,859.0,1.0,1.0,349.24,4436.7,8.0,73277.0,-1305.52376606,-1305.11846707,0.07503789,-1305.19350496,34.34,44.39,69.05,80.6,
TIZYUW_4_protonated,M062X,def2-TZVP,1292.0,1.0,1.0,516.43,4611.4,8.0,272854.0,-1846.28118469,-1845.73348556,0.09290384,-1845.82638939,25.15,35.7,43.02,45.35,
TREHAL03_3_protonated,M062X,def2-TZVP,859.0,1.0,1.0,349.24,4436.6,8.0,60194.0,-1305.52400546,-1305.11973092,0.07332524,-1305.19305616,35.67,45.05,53.32,74.94,
ULEROS_protonated,M062X,def2-TZVP,803.0,1.0,1.0,312.26,3843.3,8.0,53388.0,-1098.06182101,-1097.6613598,0.0713153,-1097.7326751,20.68,31.38,54.78,69.36,
UTABOH_1,M062X,def2-TZVP,1337.0,-1.0,1.0,585.07,4572.2,8.0,609325.0,-2610.01353277,-2609.58007773,0.09196926,-2609.672047,21.99,32.96,34.25,40.03,
UXADUV_1,M062X,def2-TZVP,730.0,1.0,1.0,295.19,2858.9,8.0,55908.0,-1076.1777951,-1075.85848952,0.05741805,-1075.91590758,75.75,95.41,110.06,140.26,
UXADUV_2,M062X,def2-TZVP,730.0,1.0,1.0,295.19,2858.9,8.0,49887.0,-1076.17779507,-1075.85848953,0.05741802,-1075.91590756,75.73,95.43,110.06,140.26,
UXADUV_4_protonated,M062X,def2-TZVP,730.0,1.0,1.0,295.19,2858.7,8.0,45765.0,-1076.17747138,-1075.85816875,0.05734853,-1075.91551728,73.17,98.8,109.24,142.48,
VAPRUA_1_protonated,M062X,def2-TZVP,1198.0,1.0,1.0,467.41,4797.7,8.0,224963.0,-1654.53210861,-1653.95399047,0.0896969,-1654.04368737,23.98,28.11,38.74,45.42,
VATGON_1,M062X,def2-TZVP,1050.0,-1.0,1.0,415.34,4803.5,8.0,133722.0,-1496.11106489,-1495.60503696,0.08253201,-1495.68756897,38.29,49.54,59.38,68.24,
VENSAK,M062X,def2-TZVP,1445.0,1.0,1.0,530.61,4522.8,8.0,334896.0,-1673.36181476,-1672.67588636,0.09913154,-1672.7750179,23.23,32.96,39.9,49.26,
VINXOI,M062X,def2-TZVP,1546.0,-1.0,1.0,629.65,4514.9,8.0,411413.0,-2676.2497209,-2675.6724786,0.10121503,-2675.77369362,17.96,25.68,30.15,35.4,
VIXCIR_3,M062X,def2-TZVP,1014.0,1.0,1.0,426.35,4802.8,8.0,167162.0,-1835.13200889,-1834.71540868,0.08518735,-1834.80059603,32.35,39.86,40.84,47.43,
